public relations firm,public relations firm
public safety office,public safety office
public school,public school
public swimming pool,public swimming pool
public works department,public works department
publisher,publisher
pulmonologist,pulmonologist
pumpkin patch,pumpkin patch
quaker church,quaker church
quilt shop,quilt shop
race car dealer,race car dealer
racing car parts store,racing car parts store
racquetball club,racquetball club
radiator repair service,radiator repair service
radiator shop,radiator shop
radio broadcaster,radio broadcaster
radiologist,radiologist
raft trip outfitter,raft trip outfitter
railing contractor,railing contractor
railroad company,railroad company
railroad contractor,railroad contractor
railroad equipment supplier,railroad equipment supplier
railroad ties supplier,railroad ties supplier
ranch,ranch
rare book store,rare book store
ready mix concrete supplier,ready mix concrete supplier
real estate agency,real estate agency
real estate appraiser,real estate appraiser
real estate attorney,real estate attorney
real estate consultant,real estate consultant
real estate developer,real estate developer
real estate rental agency,real estate rental agency
real estate school,real estate school
record store,record store
recording studio,recording studio
recreation center,recreation center
recruiter,recruiter
recycling center,recycling center
reflexologist,reflexologist
reform synagogue,reform synagogue
reformed church,reformed church
refrigerator repair service,refrigerator repair service
refrigerator store,refrigerator store
regional airport,regional airport
reiki therapist,reiki therapist
religious goods store,religious goods store
religious organization,religious organization
religious school,religious school
renter's insurance agency,renter's insurance agency
reproductive health clinic,reproductive health clinic
reptile store,reptile store
research foundation,research foundation
resort,resort
rest stop,rest stop
restaurant,restaurant
restaurant supply store,restaurant supply store
resume service,resume service
retaining wall supplier,retaining wall supplier
retirement community,retirement community
retirement home,retirement home
retreat center,retreat center
rheumatologist,rheumatologist
road construction company,road construction company
rock climbing gym,rock climbing gym
rock climbing instructor,rock climbing instructor
rock shop,rock shop
rodeo,rodeo
roller skating rink,roller skating rink
roofing contractor,roofing contractor
roofing supply store,roofing supply store
roommate referral service,roommate referral service
rubber products supplier,rubber products supplier
rubber stamp store,rubber stamp store
rug store,rug store
running store,running store
russian orthodox church,russian orthodox church
russian restaurant,russian restaurant
rustic furniture store,rustic furniture store
rv dealer,rv dealer
rv park,rv park
rv repair shop,rv repair shop
rv storage facility,rv storage facility
rv supply store,rv supply store
saab dealer,saab dealer
safety equipment supplier,safety equipment supplier
sailing school,sailing school
sailmaker,sailmaker
salad shop,salad shop
salvage yard,salvage yard
sandblasting service,sandblasting service
sandwich shop,sandwich shop
sanitation service,sanitation service
satellite communication service,satellite communication service
saturn dealer,saturn dealer
saw mill,saw mill
saw sharpening service,saw sharpening service
scaffolding rental service,scaffolding rental service
scale repair service,scale repair service
scale supplier,scale supplier
school,school
school bus service,school bus service
school for the deaf,school for the deaf
school supply store,school supply store
science museum,science museum
scooter rental service,scooter rental service
scooter repair shop,scooter repair shop
scrapbooking store,scrapbooking store
screen printer,screen printer
screen printing supply store,screen printing supply store
screen repair service,screen repair service
screen store,screen store
scuba instructor,scuba instructor
scuba tour agency,scuba tour agency
sculpture museum,sculpture museum
seafood market,seafood market
seafood restaurant,seafood restaurant
seafood wholesaler,seafood wholesaler
seaplane base,seaplane base
security guard service,security guard service
security system supplier,security system supplier
seed supplier,seed supplier
self defense school,self defense school
self-storage facility,self-storage facility
seminary,seminary
senior citizen center,senior citizen center
septic system service,septic system service
seventh-day adventist church,seventh-day adventist church
sewage disposal service,sewage disposal service
sewage treatment plant,sewage treatment plant
sewing company,sewing company
sewing machine repair service,sewing machine repair service
sewing shop,sewing shop
sharpening service,sharpening service
shed builder,shed builder
sheet metal contractor,sheet metal contractor
sheet music store,sheet music store
shelving store,shelving store
sheriff's department,sheriff's department
shipping company,shipping company
shipping service,shipping service
shoe repair shop,shoe repair shop
shoe shining service,shoe shining service
shoe store,shoe store
shooting range,shooting range
shower door shop,shower door shop
shredding service,shredding service
siding contractor,siding contractor
sightseeing tour agency,sightseeing tour agency
sign shop,sign shop
silk plant shop,silk plant shop
silversmith,silversmith
singing telegram service,singing telegram service
singles organization,singles organization
skate sharpening service,skate sharpening service
skate shop,skate shop
skateboard park,skateboard park
skateboard shop,skateboard shop
skeet shooting range,skeet shooting range
ski rental service,ski rental service
ski resort,ski resort
ski shop,ski shop
skin care clinic,skin care clinic
skydiving center,skydiving center
skylight contractor,skylight contractor
sleep clinic,sleep clinic
small appliance repair service,small appliance repair service
small claims assistance service,small claims assistance service
small engine repair service,small engine repair service
smog inspection station,smog inspection station
snack bar,snack bar
snow removal service,snow removal service
snowboard rental service,snowboard rental service
snowboard shop,snowboard shop
snowmobile dealer,snowmobile dealer
snowmobile rental service,snowmobile rental service
soccer club,soccer club
soccer field,soccer field
soccer store,soccer store
social security attorney,social security attorney
social security office,social security office
social services organization,social services organization
social worker,social worker
sod supplier,sod supplier
softball club,softball club
softball field,softball field
software company,software company
soil testing service,soil testing service
solar energy equipment supplier,solar energy equipment supplier
solid waste engineer,solid waste engineer
soul food restaurant,soul food restaurant
soup kitchen,soup kitchen
south american restaurant,south american restaurant
souvenir store,souvenir store
spa,spa
spa repair service,spa repair service
spa resort,spa resort
spanish restaurant,spanish restaurant
special education school,special education school
speech pathologist,speech pathologist
sperm bank,sperm bank
spice store,spice store
sporting goods store,sporting goods store
sports bar,sports bar
sports card store,sports card store
sports club,sports club
sports equipment rental service,sports equipment rental service
sports massage therapist,sports massage therapist
sports medicine clinic,sports medicine clinic
sports medicine physician,sports medicine physician
sports memorabilia store,sports memorabilia store
sportswear store,sportswear store
spring supplier,spring supplier
squash club,squash club
squash court,squash court
stable,stable
stadium,stadium
stage,stage
stage lighting equipment supplier,stage lighting equipment supplier
stained glass studio,stained glass studio
stair contractor,stair contractor
stamp shop,stamp shop
state government office,state government office
state liquor store,state liquor store
state park,state park
stationery store,stationery store
statuary,statuary
std testing service,std testing service
steak house,steak house
steel distributor,steel distributor
steel drum supplier,steel drum supplier
steel fabricator,steel fabricator
stereo repair service,stereo repair service
stock broker,stock broker
stone supplier,stone supplier
structural engineer,structural engineer
stucco contractor,stucco contractor
student housing center,student housing center
subaru dealer,subaru dealer
sunglasses store,sunglasses store
sunroom contractor,sunroom contractor
supermarket,supermarket
surf shop,surf shop
surgeon,surgeon
surgical center,surgical center
surgical supply store,surgical supply store
surinamese restaurant,surinamese restaurant
surplus store,surplus store
surveyor,surveyor
sushi restaurant,sushi restaurant
suzuki dealer,suzuki dealer
suzuki motorcycle dealer,suzuki motorcycle dealer
swim club,swim club
swimming instructor,swimming instructor
swimming pool contractor,swimming pool contractor
swimming pool repair service,swimming pool repair service
swimming pool supply store,swimming pool supply store
swimwear store,swimwear store
swiss restaurant,swiss restaurant
synagogue,synagogue
t-shirt company,t-shirt company
t-shirt store,t-shirt store
table tennis facility,table tennis facility
table tennis supply store,table tennis supply store
tack shop,tack shop
tae kwon do school,tae kwon do school
tag agency,tag agency
tai chi school,tai chi school
tailor,tailor
takeout restaurant,takeout restaurant
talent agency,talent agency
tamale shop,tamale shop
tanning salon,tanning salon
tapas restaurant,tapas restaurant
tattoo removal service,tattoo removal service
tattoo shop,tattoo shop
tax attorney,tax attorney
tax collector's office,tax collector's office
tax department,tax department
tax preparation service,tax preparation service
taxi service,taxi service
taxicab stand,taxicab stand
taxidermist,taxidermist
tea house,tea house
tea room,tea room
technical school,technical school
teeth whitening service,teeth whitening service
telecommunications contractor,telecommunications contractor
telecommunications equipment supplier,telecommunications equipment supplier
telecommunications service provider,telecommunications service provider
telemarketing service,telemarketing service
telephone answering service,telephone answering service
telephone company,telephone company
telescope store,telescope store
television repair service,television repair service
television station,television station
temp agency,temp agency
tennis club,tennis club
tennis court,tennis court
tennis court construction company,tennis court construction company
tennis instructor,tennis instructor
tennis store,tennis store
tent rental service,tent rental service
thai restaurant,thai restaurant
theme park,theme park
thrift store,thrift store
tile contractor,tile contractor
tile store,tile store
time and temperature announcement service,time and temperature announcement service
timeshare agency,timeshare agency
tire shop,tire shop
title company,title company
tobacco shop,tobacco shop
toll booth,toll booth
toner cartridge supplier,toner cartridge supplier
tool grinding service,tool grinding service
tool rental service,tool rental service
tool repair shop,tool repair shop
tool store,tool store
topsoil supplier,topsoil supplier
tour agency,tour agency
tourist attraction,tourist attraction
tourist information center,tourist information center
tower communication service,tower communication service
towing service,towing service
town hall,town hall
townhouse complex,townhouse complex
toy store,toy store
toyota dealer,toyota dealer
tractor dealer,tractor dealer
tractor repair shop,tractor repair shop
trade school,trade school
trading card store,trading card store
trailer dealer,trailer dealer
trailer manufacturer,trailer manufacturer
trailer rental service,trailer rental service
trailer repair shop,trailer repair shop
trailer supply store,trailer supply store
transcription service,transcription service
translator,translator
transmission shop,transmission shop
travel agency,travel agency
travel clinic,travel clinic
tree farm,tree farm
tree service,tree service
trial attorney,trial attorney
triumph motorcycle dealer,triumph motorcycle dealer
trophy shop,trophy shop
tropical fish store,tropical fish store
truck accessories store,truck accessories store
truck dealer,truck dealer
truck rental agency,truck rental agency
truck repair shop,truck repair shop
truck stop,truck stop
truck topper supplier,truck topper supplier
trucking company,trucking company
trucking school,trucking school
truss manufacturer,truss manufacturer
turkish restaurant,turkish restaurant
tutoring service,tutoring service
tuxedo shop,tuxedo shop
typewriter repair service,typewriter repair service
typewriter supplier,typewriter supplier
typing service,typing service
unfinished furniture store,unfinished furniture store
uniform store,uniform store
unitarian universalist church,unitarian universalist church
united church of christ,united church of christ
united methodist church,united methodist church
unity church,unity church
university,university
upholstery cleaning service,upholstery cleaning service
upholstery shop,upholstery shop
urban planning department,urban planning department
urologist,urologist
used appliance store,used appliance store
used auto parts store,used auto parts store
used bicycle shop,used bicycle shop
used book store,used book store
used car dealer,used car dealer
used cd store,used cd store
used clothing store,used clothing store
used computer store,used computer store
used furniture store,used furniture store
used motorcycle dealer,used motorcycle dealer
used musical instrument store,used musical instrument store
used office furniture store,used office furniture store
used store fixture supplier,used store fixture supplier
used tire shop,used tire shop
used truck dealer,used truck dealer
utility contractor,utility contractor
utility trailer dealer,utility trailer dealer
vacation home rental agency,vacation home rental agency
vacuum cleaner repair shop,vacuum cleaner repair shop
vacuum cleaner store,vacuum cleaner store
vacuum cleaning system supplier,vacuum cleaning system supplier
valet parking service,valet parking service
van rental agency,van rental agency
variety store,variety store
vascular surgeon,vascular surgeon
vcr repair service,vcr repair service
vegan restaurant,vegan restaurant
vegetarian restaurant,vegetarian restaurant
vending machine supplier,vending machine supplier
veterans affairs department,veterans affairs department
veterans center,veterans center
veterans' organization,veterans' organization
veterinarian,veterinarian
video arcade,video arcade
video camera repair service,video camera repair service
video conferencing equipment supplier,video conferencing equipment supplier
video conferencing service,video conferencing service
video duplication service,video duplication service
video editing service,video editing service
video equipment repair service,video equipment repair service
video game rental service,video game rental service
video game store,video game store
video production service,video production service
video store,video store
vietnamese restaurant,vietnamese restaurant
villa,villa
vineyard,vineyard
vineyard church,vineyard church
vintage clothing store,vintage clothing store
violin shop,violin shop
volkswagen dealer,volkswagen dealer
volleyball club,volleyball club
volleyball court,volleyball court
volunteer organization,volunteer organization
volvo dealer,volvo dealer
voter registration office,voter registration office
walk-in clinic,walk-in clinic
wallpaper store,wallpaper store
warehouse,warehouse
waste management service,waste management service
watch repair service,watch repair service
watch store,watch store
water damage restoration service,water damage restoration service
water jet cutting service,water jet cutting service
water park,water park
water ski shop,water ski shop
water skiing instructor,water skiing instructor
water softening equipment supplier,water softening equipment supplier
water sports equipment rental service,water sports equipment rental service
water testing service,water testing service
water treatment plant,water treatment plant
water utility company,water utility company
water works equipment supplier,water works equipment supplier
waterbed repair service,waterbed repair service
waterbed store,waterbed store
waxing hair removal service,waxing hair removal service
weather forecast service,weather forecast service
website designer,website designer
wedding bakery,wedding bakery
wedding chapel,wedding chapel
wedding photographer,wedding photographer
wedding planner,wedding planner
wedding store,wedding store
wedding venue,wedding venue
weight loss service,weight loss service
welder,welder
welding gas supplier,welding gas supplier
welding supply store,welding supply store
well drilling contractor,well drilling contractor
wellness program,wellness program
wesleyan church,wesleyan church
western apparel store,western apparel store
whale watching tour agency,whale watching tour agency
wheel alignment service,wheel alignment service
wheel store,wheel store
wheelchair rental service,wheelchair rental service
wheelchair repair service,wheelchair repair service
wheelchair store,wheelchair store
wholesale bakery,wholesale bakery
wholesale florist,wholesale florist
wholesale grocer,wholesale grocer
wholesale jeweler,wholesale jeweler
wholesale plant nursery,wholesale plant nursery
wholesaler,wholesaler
wi-fi spot,wi-fi spot
wicker store,wicker store
wig shop,wig shop
wildlife refuge,wildlife refuge
wildlife rescue service,wildlife rescue service
window cleaning service,window cleaning service
window installation service,window installation service
window supplier,window supplier
window tinting service,window tinting service
window treatment store,window treatment store
windsurfing store,windsurfing store
wine bar,wine bar
wine storage facility,wine storage facility
wine store,wine store
winemaking supply store,winemaking supply store
winery,winery
women's clothing store,women's clothing store
women's health clinic,women's health clinic
women's shelter,women's shelter
wood floor installation service,wood floor installation service
wood floor refinishing service,wood floor refinishing service
wood stove shop,wood stove shop
woodworker,woodworker
woodworking supply store,woodworking supply store
work clothes store,work clothes store
x-ray equipment supplier,x-ray equipment supplier
x-ray lab,x-ray lab
yacht broker,yacht broker
yacht club,yacht club
yamaha motorcycle dealer,yamaha motorcycle dealer
yarn store,yarn store
yoga studio,yoga studio
youth center,youth center
youth organization,youth organization
youth social services organization,youth social services organization
zoo,zoo
alcoholism treatment programme,['alcoholism treatment program']
aluminium supplier,['aluminum supplier']
aluminium welder,['aluminum welder']
animal protection organisation,['animal protection organization']
athletics field,['athletic field']
audio-visual equipment supplier,['audio visual equipment supplier']
barbers school,['barber school']
childcare agency,['child care agency']
cleaning services,['cleaning service']
commercial cleaning service,['commercial cleaning services']
credit counselling service,['credit counseling service']
domestic abuse treatment centre,['domestic abuse treatment center']
drafting services,['drafting service']
drug addiction treatment centre,['drug addiction treatment center']
eating disorder treatment centre,['eating disorder treatment center']
escrow services,['escrow service']
family counsellor,['family counselor']
fibreglass repair service,['fiberglass repair service']
frozen yoghurt shop,['frozen yogurt shop']
greetings card shop,['greeting card shop']
haematologist,['hematologist']
jewellery equipment supplier,['jewelry equipment supplier']
juvenile detention centre,['juvenile detention center']
laundry service,['laundry services']
low income housing programme,['low income housing program']
make-up artist,['makeup artist']
marriage counsellor,['marriage counselor']
medical diagnostic imaging centre,['medical diagnostic imaging center']
mental health services,['mental health service']
mill-work shop,['millwork shop']
modelling agency,['modeling agency']
modelling school,['modeling school']
nature reserve,['nature preserve']
orthopaedic surgeon,['orthopedic surgeon']
paediatric cardiologist,['pediatric cardiologist']
paediatric dentist,['pediatric dentist']
paediatric ophthalmologist,['pediatric ophthalmologist']
physical fitness programme,['physical fitness program']
picnic ground,['picnic grounds']
plastic injection moulding service,['plastic injection molding service']
ready-mix concrete supplier,['ready mix concrete supplier']
records storage facility,['record storage facility']
social services organisation,['social services organization']
tourist information centre,['tourist information center']
transportation service,['transportation services']
veterans organization,"[""veterans' organization""]"
waxing hair-removal service,['waxing hair removal service']
wholesale jeweller,['wholesale jeweler']
youth social services organisation,['youth social services organization']
nuevo latino restaurant,"['latin american restaurant', 'south american restaurant']"
frozen food store,['frozen yogurt shop']
record shop,"['used cd store', 'record store']"
cooking school,['culinary school']
frozen food manufacturer,"['food distribution', 'food products supplier']"
commercial agent,"['real estate agency', 'real estate broker', 'commercial real estate agency']"
barbecue area,"['barbecue restaurant', 'picnic grounds']"
plast window store,['window supplier']
self storage facility,"['self-storage facility', 'boat storage facility', 'automobile storage facility', 'rv storage facility']"
canoe & kayak tour agency,"['canoe and kayak tour agency', 'kayak tours and rentals', 'canoe and kayak rental service']"
blood donation centre,"['blood donation center', 'donations center']"
state archive,['archive']
country park,['playground']
evening dress rental service,"['prom dress shop', 'tuxedo shop', 'formal wear store']"
wine shop,"['wine store', 'winery', 'liquor store']"
arts and crafts shop,"['art supply store', 'craft store']"
conservatory supply & installation,['window installation service']
forklift rental service,"['forklift dealer', 'tool rental service']"
estate planning lawyer,['estate planning attorney']
fitness class,['aerobics instructor']
research institute,['research foundation']
chief of police department,"['state police department', 'police department']"
waste water and sewage treatment company,"['sewage treatment plant', 'water treatment plant']"
ceiling supplier,['dry wall supply store']
industrial door supplier,"['garage door supplier', 'garage door installation']"
seafood farm,"['fish farm', 'oyster supplier']"
real estate surveyor,"['land surveyor', 'surveyor']"
equestrian store,"['horse supplies', 'tack shop']"
dating service agency,"['matchmaking service', 'dating service', 'singles organization']"
tea exporter,['exporter']
double glazing installer,"['window supplier', 'windows']"
equestrian club,"['horse riding school', 'trail riding']"
disco club,"['teen club', 'dance club', 'night club']"
cell phone accessory store,['cell phone store']
warehouse store,"['hardware store', 'hardware installation', 'rope lighting', 'home improvement store', 'warehouse']"
second hand store,"['consignment shop', 'thrift store']"
aged care,"['elder care', 'senior care']"
turkmen restaurant,"['reservation', 'diner', 'restaurant', 'fine dining restaurant']"
herbal medicine store,['herb shop']
immigration & naturalization service,['immigration and naturalization service']
cabinet shop,"['cabinetry', 'cabinet store', 'custom cabinet maker', 'cabinet maker']"
historical place museum,"['historical place', 'sculpture museum', 'museum', 'history museum', 'historical society']"
health spa,"['spa resort', 'spa']"
graduate university,['graduate school']
public sector bank,['bank']
auto air-conditioning service,['automotive air conditioning']
industrial chemicals wholesaler,['cleaning supplies']
ski repair service,"['snowboard rental service', 'water ski shop', 'ski shop', 'snowboard shop']"
faith school,['religious school']
bottle & can recycling centre,"['bottle and can redemption center', 'electronic recycling facilities']"
québécois restaurant,"['reservation', 'diner', 'restaurant', 'fine dining restaurant']"
venezuelan restaurant,"['latin american restaurant', 'south american restaurant']"
motorbike dealer,"['atv repair shop', 'suzuki motorcycle dealer', 'suzuki dealer', 'scooter rental service', 'atv dealer', 'used motorcycle dealer', 'motorcycle dealer', 'kawasaki motorcycle dealer', 'bmw motorcycle dealer', 'bike dealer', 'scooter repair shop', 'moped dealer', 'scooter store', 'motor scooter dealer', 'yamaha motorcycle dealer', 'triumph motorcycle dealer', 'motorcycle shop']"
hair extensions supplier,['hair extensions']
drama school,['acting school']
chinese supermarket,"['japanese grocery store', 'korean grocery store', 'asian grocery store']"
sand soil & gravel supplier,"['sand and gravel supplier', 'mulch supplier', 'dirt supplier', 'bark supplier', 'crushed stone supplier', 'landscaping supply store', 'topsoil supplier']"
car parts manufacturer,['auto body parts supplier']
district office,['parochial school']
jewellery valuer,"['jewelry appraiser', 'jewelry repair service']"
building materials supplier,['building materials store']
after-school programme,['after school program']
ceramics wholesaler,['pottery store']
employment centre,['employment center']
convention centre,"['stadium', 'convention center', 'science museum', 'opera house', 'aquarium', 'federal reserve bank']"
estate agents,"['real estate agency', 'real estate broker']"
newsagent,['newsstand']
design agency,"['marketing agency', 'advertising agency']"
wheelchair shop,"['wheelchair rental service', 'wheelchair store', 'wheelchair repair service']"
auto accessories store,"['automobile accessories', 'auto accessories', 'auto parts store', 'car battery store', 'racing car parts store', 'car accessories']"
orthopedic clinic,"['orthopedic surgeon', 'surgeon']"
association or organisation,['association']
event venue,"['wedding venue', 'event hall']"
film rental store,['cameras']
sports memorabilia shop,"['sports memorabilia store', 'collectibles store', 'poster store', 'sports card store']"
acrylic dealer,['plastic fabrication company']
luggage shop,"['handbag and purse store', 'luggage store']"
travel agents,"['travel agency', 'tour agency']"
wildlife sanctuary,['wildlife refuge']
perfume exporter,['perfume store']
belt shop,['leather goods store']
table tennis club,['table tennis facility']
leasing service,['car leasing service']
air conditioning repair shop,['air conditioning repair service']
car body shop,"['auto body shop', 'collision repair']"
laser cutting service provider,['laser cutting service']
thai massage therapist,"['swedish massage', 'massage therapy']"
rice cracker shop,"['supermarket', 'grocery store']"
australian goods store,['sportswear store']
equestrian shop,"['horse supplies', 'tack shop']"
vehicle upholsterer,['auto upholsterer']
criminal defence lawyer,"['criminal justice attorney', 'criminal defense attorney', 'dui attorney']"
hockey field,['hockey club']
sheet music shop,"['musician', 'drum store', 'musical instrument rental service', 'piano store', 'used musical instrument store', 'guitar store', 'musical instrument store', 'sheet music store', 'music store']"
racing car dealer,['race car dealer']
mechanical engineering,['mechanical engineer']
state department of transportation,['department of transportation']
fiat dealer,"['chrysler dealer', 'jeep dealer']"
south african restaurant,"['african cuisine', 'african food', 'african dining', 'african goods store', 'african restaurant']"
recycling centre,"['electronic recycling facilities', 'landfill', 'electronic recycling', 'recycling center']"
office equipment repair service,"['copier repair service', 'printer repair service']"
asian grocery shop,"['japanese grocery store', 'korean grocery store', 'asian grocery store']"
asian household goods shop,['oriental goods store']
gujarati restaurant,"['indian reservation', 'indian restaurant']"
outerwear store,"['outdoor sports store', 'climbing equipment', 'camping store']"
second-hand shop,"['consignment shop', 'used book store', 'used clothing store']"
sunglasses shop,['sunglasses store']
food processing company,['meat wholesaler']
neapolitan restaurant,"['new york style pizza', 'pizzeria', 'pizza restaurant']"
corrections department,"['jail', 'probation office']"
oil & natural gas company,['oil and gas producer']
video equipment and services,"['sound equipment rental', 'audio visual equipment supplier', 'audio visual equipment rental service', 'video equipment repair service', 'audio visual equipment repair service']"
wool shop,"['knitting instructor', 'yarn store', 'knit shop']"
boxing coaching center,"['boxing gym', 'boxing classes']"
boys' secondary school,['high school']
animal control and welfare service,"['cat adoption', 'animal rescue service', 'animal shelter', 'animal control service', 'animal protection organization', 'pet adoption service']"
moving company,"['relocation service', 'mover', 'moving and storage service']"
rehabilitation center,['detox']
safe & vault shop,"['safe and vault shop', 'safe and vault movers']"
estate valuer,"['estate appraiser', 'real estate appraiser', 'appraiser', 'valuations']"
colorectal surgeon,['proctologist']
silk store,['fabric store']
chocolate factory,"['chocolate shop', 'candy shop', 'candy store', 'confectionary store']"
curtains shop,"['craft store', 'window coveings', 'mini blinds', 'window treatment store', 'draperies', 'window treatments', 'window coverings', 'window shades', 'winow coverings']"
thermal baths,"['day spa', 'massage spa', 'spa resort', 'facial spa', 'spa']"
driver's licence office,"[""driver's license office""]"
tsukigime car perk,['parking lot']
postbox rental service,['mailbox rental service']
hairdresser,"['hair salon', 'family salon', 'beauty salon', 'hair design']"
boat rental agency,"['boat tour agency', 'boat rental service']"
removalist,"['relocation service', 'mover', 'moving and storage service']"
vacuum system supplier,['vacuum cleaning system supplier']
electricity company,"['energy delivery company', 'gas to electric service', 'natural gas supplier', 'electric utility company']"
homeopathic pharmacy,['homeopath']
audio visual equipment hire service,"['sound equipment rental', 'stage lighting rental', 'audio visual equipment rental service']"
christmas-tree farm,"['christmas tree farm', 'tree farm']"
event planning service,"['event planner', 'meeting planning service', 'event coordinators']"
school district office,['parochial school']
cinema equipment supplier,"['home theater', 'home theater store', 'stage lighting equipment supplier']"
ethnic restaurant,"['indian reservation', 'indian restaurant']"
poultry store,"['chicken hatchery', 'poultry farm']"
electricity board,['electric utility company']
pho restaurant,['vietnamese restaurant']
bar pmu,"['reservation', 'bar', 'restaurant']"
mineral water wholesale,['bottled water supplier']
woodworking supply shop,['woodworking supply store']
leather coats store,['leather goods store']
government office,['federal government office']
wood and laminate flooring supplier,['milled flooring supplier']
gas installation service,"['water heater installation', 'water heater repair', 'tankless water heater repair', 'tankless water heater installation']"
swimming club,['swim club']
solar hot water system supplier,"['tankless water heater replacement', 'water heater installation', 'water heater replacement', 'water heater repair', 'tankless water heater repair', 'tankless water heater installation']"
aluminium frames supplier,"['window supplier', 'aluminum supplier', 'windows', 'door supplier']"
notions store,"['needlework shop', 'embroidery shop']"
tool shop,"['tool store', 'tool and die shop']"
childrens home,['orphanage']
confectionery store,"['chocolate shop', 'candy shop', 'candy store', 'confectionary store']"
antique furniture shop,"['antique store', 'antiques', 'antique furniture store', 'antique mall', 'antique dealer']"
painting studio,"['painting instructor', 'painting teacher', 'painting lessons', 'drawing lessons', 'painting parties', 'painting classes', 'art school', 'drawing classes']"
turf supplier,"['dirt supplier', 'lawn and garden supplies']"
delivery company,"['energy delivery company', 'shipping service', 'shipping company', 'courier service']"
web designer,"['website designer', 'website builder']"
filtration plant,"['sewage treatment plant', 'water treatment plant']"
pumping equipment supplier,"['commercial vacuum pumps', 'industrial vacuum equipment supplier']"
immigration service,['immigration and naturalization service']
amusement equipment supplier,"['amusement ride supplier', 'amusement machine supplier']"
dj service,"['dj', 'dj supply store', 'disc jockey']"
drum shop,"['musician', 'drum store', 'used musical instrument store', 'guitar store', 'musical instrument store', 'sheet music store', 'music store']"
craniosacral therapy,['massage therapy']
car security system installer,"['car audio store', 'car alarm supplier', 'car audio shop']"
sailing event area,"['boat club', 'yacht club']"
water testing laboratory,"['blood testing service', 'water testing service']"
insulation materials supplier,['building materials store']
guitar shop,"['drum store', 'musical instrument rental service', 'used musical instrument store', 'guitar store', 'musical instrument store', 'sheet music store', 'banjo dealer', 'music store']"
insulation company,['insulation contractor']
archery club,"['archery range', 'archery store']"
divorce lawyer,"['family law attorney', 'divorce attorney', 'divorce service']"
spice shop,"['spice store', 'indian grocery store']"
airsoft supply store,"['gun shop', 'ammunition supplier', 'gunsmith']"
souvenir shop,"['gift shop', 'souvenir store']"
chinese medicine shop,['herb shop']
dry fruit store,"['nut store', 'health food store', 'natural foods store']"
second-hand computer shop,['used computer store']
modern australian restaurant,"['reservation', 'diner', 'restaurant']"
beach volleyball club,"['volleyball club', 'volleyball court']"
property surveyor,"['land surveyor', 'surveyor']"
child care centre,"['learning center', 'child development', 'day care center']"
wellness programme,['wellness program']
glass manufacturer,"['glass and mirror shop', 'glass block supplier']"
kitchenware shop,"['countertop store', 'cutlery store', 'kitchen supply store']"
pancake restaurant,"['pancake house', 'brunch restaurant', 'breakfast restaurant']"
boy's hostel,['hostel']
aquarium shop,"['aquarium supplies', 'saltwater aquarium supplies', 'freshwater aquarium supplies', 'tropical fish store']"
marble store,"['marble fabricator', 'marble supplier']"
bbq area,['picnic grounds']
piano tuner,"['piano tuning service', 'piano repair service']"
tapas bar,"['spanish restaurant', 'tapas restaurant']"
justice department,['juvenile detention center']
american football field,['football field']
wholesale market,['produce wholesaler']
taekwondo coaching center,"['tae kwon do classes', 'karate classes', 'karate school', 'tae kwon do school', 'martial arts school']"
copying supply store,['screen printing supply store']
rubbish dump,"['garbage dump service', 'landfill', 'garbage removal service', 'waste management service', 'garbage dump', 'garbage collection service', 'recycling center']"
lymph drainage therapist,['lymphatic drainage therapy']
lingerie wholesaler,['lingerie store']
music box shop,"['musician', 'music box store', 'musical instrument store', 'sheet music store', 'music store']"
balloon shop,"['party store', 'balloon store', 'helium gas supplier', 'costume store', 'pinatas supplier']"
uniform shop,['uniform store']
tutor,['tutoring service']
immigration & citizenship service,['immigration and naturalization service']
metal construction company,['steel fabricator']
flag shop,['flag store']
commercial property inspector,"['commercial real estate inspector', 'real estate inspection']"
lunch restaurant,"['reservation', 'diner', 'restaurant', 'fine dining restaurant']"
homewares store,"['indoor decor', 'home goods store', 'home furnishings']"
fertilizer store,"['home improvement', 'hardware store', 'hardware installation', 'rope lighting', 'home improvement store']"
confectionery wholesaler,['candy shop']
dairy farm equipment supplier,['dairy supplier']
central american restaurant,"['latin american restaurant', 'south american restaurant', 'american restaurant']"
cleaners,"['maid service', 'housekeeping services', 'apartment cleaning service', 'house cleaning service', 'construction cleanup service', 'bathtub drain cleaning service', 'cleaning service', 'dry cleaner']"
greenhouse & equipment supplier,['greenhouse']
hookah store,"['tobacco shop', 'head shop', 'cigar shop', 'smoke shop', 'pipe store']"
lombardian restaurant,"['italian dining', 'diner', 'vegetarian restaurant', 'surinamese restaurant', 'restaurant', 'fine dining restaurant']"
shopping outlet,"['outlet store', 'outlet mall']"
government hospital,['hospital']
garden furniture shop,"['outdoor furniture store', 'wicker store']"
security service,"['security guard service', 'body guard services']"
soft drinks shop,"['wine store', 'liquor store']"
fish store,"['aquarium supplies', 'saltwater aquarium supplies', 'freshwater aquarium supplies', 'tropical fish store']"
archery shop,"['archery range', 'archery store']"
senior citizen centre,"['senior activities', 'senior citizen center']"
service apartment,"['guest house', 'vacation rentals', 'hotel']"
carpet fitter,['carpet installer']
army barracks,"['military airport', 'air force base']"
